desc,title 
"
        
Pronto aims to be the most reliable on-demand staffing platform in the world. We want you to help us get there.

We're looking for a sales all-star to fuel the growth of our sales team. This role takes detail orientation, hustle, and an analytical ability to accelerate sales growth through lead qualification/management and sales ops projects focusing on sales strategy, systems and processes. This is an entry-level, contract role.

If you've got what it takes to help move Pronto to the next level, we'd love to meet you!



-Be a critical part of accelerating Pronto sales 
-Source, qualify, research and manage leads
-Work cross-functionally across Pronto to drive project completion
-Assist Pronto sales operations and strategy team in key sales initiatives
-Manage projects that drive sales growth and efficiency



-You have passion for sales and growing the Pronto brand
-You have a startup, all hands on deck, ""I work hard because I love it"" approach
-You have experience or interest in sales ops, sales tools and/or account management systems
-You are an analytical person, you love processes and constantly find ways to drive efficiency
-You have operations, sales strategy, business/sales development, or business systems experience
-You have an Associate's or Bachelor's degree
-You are organized, efficient and a self-starter
-Basic proficiency in Salesforce CRM, Excel and Google Sheets is a plus

We can't wait to hear from you!
    ",Sales Assistant
"
        
Seeking event booking and concierge for boutique hospitality group. Position reports to owners and takes leads, conducts showings, interfaces with guests, manages web listings. Must be mobile and willing to work weekends. Event and or, hospitality experience a plus! Send resume and cover letter.    ",Event Coordinator/Concierge
"
        
Established 16-person Lake County law firm seeks a person to handle internal accounting & office administration & management responsibilities. Accounting or bookkeeping experience is required. Knowledge of Microsoft Office and PC Law software is desirable. Compensation commensurate with experience. Please email resume & introductory correspondence to okelley@llphlegal.com    ",Accounting and Business Manager
"
        
County Leaf Program is hiring Scouts for the Leaf Program. 

Scouts go ahead of the leaf vac trucks and inspect for non-conformances and leave door hangers. Scout trucks also take video of the curb line to provide proof of service.

Daily routine includes driving township zones to insure services are provided in the most efficient manner. 

Includes interaction with residents to assist in providing high quality service. 

Also have tip site monitor positions available. 

Open interview Monday at 9:00 AM at 1657 Commerce Drive, South Bend, IN. 46628. 

Please text the number provided with your name/cell#/email if you can attend. 
Include the word ""Scout"" when you text. 

Please reply with resume if you have available.    

    ",Retirees looking for outdoor customer service work
"
        



If interested, please apply online at     ",Gerber Collision - Auto Body General Manager (NW Indiana Market)
"
        


An established technology company is seeking a go-getter sales admin to help coordinate sales activities in the Chicago office as they continue to scale rapidly. This is an entry-level, contract role.



You will be responsible for assisting sales operations on a day to day basis. This includes:

-Be a critical part of accelerating the sales cycle
-Source, qualify, research and manage leads
-Work cross-functionally to drive project completion
-Assist the sales operations and strategy team in key sales initiatives
-Manage projects that drive sales growth and efficiency



-You have top-notch written and oral communication skills. You're extremely detail-oriented. You enjoy learning new things, improving processes and have a get-it-done attitude!
-You're the best multitasker you know and thrive in organized chaos.

You should have:

- Leadership skills
- Close attention to detail
- A positive attitude!



- We're a small team working to build an on-demand staffing platform
- We're not afraid to fail--that means we've learned what doesn't work
- We love challenging everything, especially regarding the staffing industry
- We believe in hiring smart people and giving them the support and flexibility to succeed    ",Sales Coordinator
"
        
B2B Commercial Sales
AT&T sales and promotions company in area seeking B2B Commercial Sales people and Managers. With the new offers and our unique closing tools this is an easy sale!

Responsibilities include:
Generate and qualify leads
Make sales calls to new and existing clients
Respond to sales inquiries and concerns by phone or in person
Ensure Customer Satisfaction and good client relationship
Follow up on Sales activity
Source and develop client referrals
Plan and conduct direct sales activities

Highest industry commissions and bonuses paid. Entry Level Reps earn $60,000, experienced Reps earn $140,000+.

Make your own schedule. We do not micro-manage as long as your activity is there. Get involved in this ""lay down"" sales opportunity by applying today!

Find out more by visiting www.startmybiztoday.com    ",B2B Commercial Sales NEEDED!!!
"
        
Pronto aims to be the most reliable on-demand staffing platform in the world. We want you to help us get there.

We're looking for a sales all-star to fuel the growth of our sales team. This role takes detail orientation, hustle, and an analytical ability to accelerate sales growth through lead qualification/management and sales ops projects focusing on sales strategy, systems and processes. This is an entry-level, contract role.

If you've got what it takes to help move Pronto to the next level, we'd love to meet you!



-Be a critical part of accelerating Pronto sales 
-Source, qualify, research and manage leads
-Work cross-functionally across Pronto to drive project completion
-Assist Pronto sales operations and strategy team in key sales initiatives
-Manage projects that drive sales growth and efficiency



-You have passion for sales and growing the Pronto brand
-You have a startup, all hands on deck, ""I work hard because I love it"" approach
-You have experience or interest in sales ops, sales tools and/or account management systems
-You are an analytical person, you love processes and constantly find ways to drive efficiency
-You have operations, sales strategy, business/sales development, or business systems experience
-You have an Associate's or Bachelor's degree, or are currently working towards one
-You are organized, efficient and a self-starter
-Basic proficiency in Salesforce CRM, Excel and Google Sheets is a plus

We can't wait to hear from you!
    ",Sales Assistant
"
        
PLEASE CONTACT FOR FURTHER INFORMATION: Brad at 810-329-5809 Ext. 26701


We are Excited that You have Shown Interest in Joining Our Organization! We Look Forward to a Long-Standing Working Relationship Together to Accomplish Mutual Goals in a Professional and Rewarding Manner.

REQUIREMENTS: 
Managerial Experience with Logistics and Regulatory Knowledge.  

JOB DESCRIPTION: 
Develop an Efficient and Effective Schedule to Ensure the Timely Delivery of Goods, Ensure Work is Accomplished by Employees in a Manner Consistent with Organizational Requirements, Establish and Maintain Positive Working Relationships with Clients, Responsible for Determining Staffing Needs at the Terminal and Overseeing the Hiring Process, Responsible for Ensuring that the Operation Complies with a Variety of Federal and State Laws that Regulate the Trucking and Transportation Industry and Direct Activities Related to Dispatching, Routing, or Tracking Transportation Vehicles.

JOB LOCATION:
Plainfield, Illinois 

ABOUT BWP TRANSPORT INC:
Founded in 1989 in St. Clair Michigan as a Dry Van Freight Company. Since then, We Have Diversified into Dry Bulk Transportation, Storage, Packaging and Delivery. With Rail, Trucking and Warehousing Divisons - We Service the Automotive Industry with Plastic Pellets and Plastic Powder throughout the United States and Canada. 


WE OFFER:
Outstanding Benefits Package - Blue Cross Blue Shield (Amwell Online Included) and Cigna Insurance, Company Paid Life Insurance (Two Times Annual Salary), Employee Assistance Program, 401 K, Short Term Disability, Variety of Voluntary Benefits, Sam's Club Membership Provided, End of Year Bonus, and Service Awards. 
Benefits Available Beginning of Month After 30 Days Of Employment.
7 Paid Holidays, 3 Floating Holidays and Paid Vacations! 

    ",Terminal Supervisor
"
        
Pronto aims to be the most reliable on-demand staffing platform in the world. We want you to help us get there.

We're looking for a sales all-star to fuel the growth of our sales team. This role takes detail orientation, hustle, and an analytical ability to accelerate sales growth through lead qualification/management and sales ops projects focusing on sales strategy, systems and processes. This is an entry-level, contract role.

If you've got what it takes to help move Pronto to the next level, we'd love to meet you!



-Be a critical part of accelerating Pronto sales 
-Source, qualify, research and manage leads
-Work cross-functionally across Pronto to drive project completion
-Assist Pronto sales operations and strategy team in key sales initiatives
-Manage projects that drive sales growth and efficiency



-You have passion for sales and growing the Pronto brand
-You have a startup, all hands on deck, ""I work hard because I love it"" approach
-You have experience or interest in sales ops, sales tools and/or account management systems
-You are an analytical person, you love processes and constantly find ways to drive efficiency
-You have operations, sales strategy, business/sales development, or business systems experience
-You have an Associate's or Bachelor's degree
-You are organized, efficient and a self-starter
-Basic proficiency in Salesforce CRM, Excel and Google Sheets is a plus

We can't wait to hear from you!
    ",Sales Assistant
"
        
What we'll do together:

An established technology company is seeking a go-getter sales admin to help coordinate sales activities in the Chicago office as they continue to scale rapidly. This is an entry-level, contract role.

Your role:

You will be responsible for assisting sales operations on a day to day basis. This includes:

-Be a critical part of accelerating the sales cycle
-Source, qualify, research and manage leads
-Work cross-functionally to drive project completion
-Assist the sales operations and strategy team in key sales initiatives
-Manage projects that drive sales growth and efficiency

About you:

-You have top-notch written and oral communication skills. You're extremely detail-oriented. You enjoy learning new things, improving processes and have a get-it-done attitude!
-You're the best multitasker you know and thrive in organized chaos.

You should have:

- Leadership skills
- Close attention to detail
- A positive attitude!

About the Company:

- We're a small team working to build an on-demand staffing platform
- We're not afraid to fail--that means we've learned what doesn't work
- We love challenging everything, especially regarding the staffing industry
- We believe in hiring smart people and giving them the support and flexibility to succeed    ",Sales Coordinator
"
        
PART-TIME WEEKEND SECURITY SUPERVISOR
Seeking additional income?

Do you possess the following qualities? 
•	excellent customer service background 
•	prior security (or related field) experience preferred 
•	supervisory experience preferred 
•	the passion to help others 
•	strong leadership and professionalism 
•	strong computer and communication skills 

If you answered YES! than SECURITAS SECURITY SERVICES wants YOU!

Part-time; Sat/ Sun 6a-6p
Pay rate at $12.50/hr
Position available in Waukegan, IL

Why Wait? Give our office a call for YOUR interview opportunity at 630-963-9456
DON'T WAIT. APPLY TODAY!

BENEFITS:
•	Extensive training programs 
•	Dedicated Region and Area Management staff to support you! 
•	Career growth opportunities! 
•	COMPANY PAID UNIFORMS! 


TYPICAL JOB FUNCTIONS:
•	Job site duties as listed in the post orders 
•	Train new security staff 
•	Oversee the daily performance of security team 
•	Provide clear communication with branch manager about site needs or issues 
•	Respond to emergency situations 
•	Assist in scheduling of security team 
•	Cover call-offs or no shows to maintain security coverage 


JOB REQUIREMENTS:
•	The ability to utilize a tablet, computer or smartphone. 
•	With or without reasonable accommodation, the physical and mental requirements of this job may include the following: seeing, hearing, speaking, and writing clearly. Occasional reaching with hands and arms, stooping, kneeling, crouching and crawling. Frequent sitting, standing and walking, which may be required for long periods of time, and may involve climbing stairs and walking up inclines and on uneven terrain. Additional physical requirements may include, frequent lifting and/or moving up to 10 pounds and occasional lifting and/or moving up to 25 pounds. 
•	Must be able to meet and continue to meet any applicable state, county and municipal licensing and permit requirements for Security Officers and armed security work and specific protective device and weapons qualifications. 
•	Required to utilize rapid and effective judgment in responding to unusual or emergency situations using appropriate escalation of force level. 


MINIMUM HIRING STANDARDS:
•	Must be at least 18 years of age. 
•	Must have a reliable means of communication (i.e., pager or phone). 
•	Must have a reliable means of transportation (public or private). 
•	Must have the legal right to work in the United States. 
•	Must have the ability to speak, read, and write English. 
•	Must have a High School Diploma or GED. If not, must be willing to complete the GED program within six months. 
•	Must be willing to participate in the Company's pre-employment screening process, including drug screen and background investigation. 
•	Valid Driver's License- required for some sites/locations 

EOE/M/F/Disability/Veteran
Why wait? Continue the growth of YOUR future by joining our TEAM today!!!



Please  to apply 

    ",Part-Time Security Supervisor Needed in Waukegan!
"
        
You can start part-time and build your own empire within our fast growing company. We are in the financial services industry, but we don't hire backgrounds. We hire top performers. If you're average, you can earn $75K, if you're good $150K and if you're a superstar you can earn $300K plus. Start by visiting our website:

www.aldersoncloutieragency.com    ",Ambitious Sales People $75K to $300K+
"
        
The New Balance store in Schaumburg is looking for a qualified and experienced person to join our sales/ management team.

We have an excellent training program that will provide the foundation for a successful future in retail management. The first step will be gaining product knowledge and becoming a shoe fitting specialist that provides the highest customer service to each and every customer. Once a proven sales person you will begin to learn basic management functions such as inventory management and opening/closing procedures. You will learn the basics of outside sales, marketing strategies, and the effectiveness of promotions. You will gain experience training new sales associates and managing the sales floor. 


- Retail experience is preferred.
- Management experience is not required. 
- Must be a team player, friendly, professional, personable, hard-working, and responsible.

Please send your resume and we will be in touch. Thank you.    ",Sales/ Management New Balance Schaumburg
"
        
What we'll do together:

An established technology company is seeking a go-getter sales admin to help coordinate sales activities in the Chicago office as they continue to scale rapidly. This is an entry-level, contract role.

Your role:

You will be responsible for assisting sales operations on a day to day basis. This includes:

-Be a critical part of accelerating the sales cycle
-Source, qualify, research and manage leads
-Work cross-functionally to drive project completion
-Assist the sales operations and strategy team in key sales initiatives
-Manage projects that drive sales growth and efficiency

About you:

-You have top-notch written and oral communication skills. You're extremely detail-oriented. You enjoy learning new things, improving processes and have a get-it-done attitude!
-You're the best multitasker you know and thrive in organized chaos.

You should have:

- Leadership skills
- Close attention to detail
- A positive attitude!

About the Company:

- We're a small team working to build an on-demand staffing platform
- We're not afraid to fail--that means we've learned what doesn't work
- We love challenging everything, especially regarding the staffing industry
- We believe in hiring smart people and giving them the support and flexibility to succeed    ",Sales Coordinator
"
        
You belong at Dayton Freight! Join our team of Operations Supervisors and be a part of The Dayton Difference.
 
Dayton Freight is a recognized leader in regional LTL transportation services and we are truly different from other carriers. It's apparent in how we treat our customers, and each other. Our culture is one of teamwork, respect and professional honesty. Dayton Freight appreciates its employees: you are not just a number, you are family. We attribute our growth to the dedication of our employees, and the loyalty of our customers and business partners.

As an Operations Supervisors, you will plan, schedule, coordinate and implement methods and procedures that will ensure the most efficient and economical routing and movement of customers' freight in an error-free manner.

Additional job duties include: 
•	Compile production and service records and measure conformance to standards
•	Inspect and measure performance of personnel resulting in changes in work practices necessary to improve overall Service Center operations
•	Review logs and reports and confers with shift personnel to ascertain pertinent scheduling, production and administrative support requirements
•	Set up appointment freight deliveries
•	Perform and or assists with billing, rating, manifesting and analysis of freight weight and size
•	Maintain excellent communication with external and internal customers
•	Assist with training, development and evaluation of production and/or clerical personnel performance and recommends or initiates documentation
•	In conjunction with the Service Center Manager, recruit, qualify, interview, hire, train and develop Service Center personnel
•	Ensure that Service Center premises are protected and maintained
•	Assist in the investigation, reporting and initiation of corrective actions for accidents, job related injuries employee discrepancies
•	Understand and apply company safety practices including DOT, EPA, ICC and OSHA rules and regulations
•	Assist with the facilitation of information meetings with Service Center team members
•	Effectively handle special assignments as directed

Minimum Qualifications:
•	Knowledge of the LTL/ Transportation Industry
•	Has managed Drivers and Dockworkers
•	Knowledge of the surrounding geographical area to the Service Center

Benefits
•	Stable and growing organization
•	Competitive weekly pay
•	Quick advancement
•	Professional, positive and people-centered work environment
•	Modern facilities
•	Clean, late model equipment
•	Comprehensive benefits package: Health, Dental, Vision, AD&D, 401(k), etc.
•	Paid holidays (8); paid vacation and personal days

Please Apply Online at: 
    ",Operations Supervisor - Dayton Freight Lines
"
        
Throughout American history, there has only been a handful of employment opportunities where you ""do not"" need prior experience to make $1 Million Dollars or more within one year...

Work form home, or in your office.

You are in charge of your own destiny - this is a ""1099 position"", ""NOT"" a W-2 position.

We are a small business loan company that loans unsecured working capital up to $1,000,000.00. 

...we are ""NOT"" your ordinary company. 

...and this is ""NOT"" your ordinary opportunity.

""WE WILL GET BACK TO YOU""... 

""You have my word on it,' Bret Martin,' CEO and Founder"".

At a minimum, you should expect to make a low to medium ""6-figure"" income your first year. 

You get paid quickly! Often times the 1st week!

No Experience Necessary- 
No ""COSTS"" to be part of this ""EVER"" No Games, No ""BS"".

This is the opportunity of a life time.

TO LOOK OUR WEBSITE OVER - 

LEARN about us!!! 
...and what we do! 
...rise up!

We are a ""small business loan company that loans up to $1,000,000.00 in 5 to 7 days. 

Again, you get paid Quickly!

We train you over the phone 1 (one) hour a day for 5 (five) days.

Bret Martin, our CEO handles the training, and he trains our ""1099"" men and women each morning at 6:00 am pst (west coast time) 9 am est, 8 am central, 7 am mountain time- Monday through Friday for one hour via the telephone.

We are one of the most ""trusted name brands"" in the business loan alternative industry.

Work form home, or in your office.

You are in charge of your own destiny - this is a ""1099 position"", ""NOT"" a W-2 position.

We are a small business loan company that loans up to $1,000,000.00. 

And we close these loans quickly. Thus ""YOU"" get paid quickly.
-------------------------------
We are one of the largest companies in the Small Business Loan industry, and we are looking for motivated ""Money Hungry"", ""Success Oriented"", driven individuals to join our team as Independent Sales Organizations/Individuals (ISO)​ partners.​​​

Our DNA can be traced back to the inception of this industry.

You'll have the opportunity to offer small business loans, business loan alternatives up to one million dollars ($1,000,000.00), also known as merchant cash advances (or, in CA, simply​ referred to as business loans), to business owners in all 50 states. 

What business owner does not need money? 

Banks have all but stopped loaning working capital to business owners.

Help business owners stimulate the economy, and in return, stimulate your bank account.

This is a ""Win-Win""

​We have a very high approval rate - 94​% of the business loan applications submitted are approved.

And, our loans​​​​​​​​ close quickly - over 95% ​are funded within 5 days​ or less.​

...which means you get paid fast!

You get paid on the renewals on the file ongoing.
----------------------------------------------------------

Work from home of from an office,

Work inside or outside,

Work part-time or full-time,

Make a little or a lot!

You'll be your own boss, so you get to decide!
-------------------------------------------------------

Take this as far as you want to go...

The Income Potential is Unlimited!

This industry is growing quickly, and, financially speaking, there is nothing else like this on earth. 

If you have suffered financially due to the economy the last 5 to 9 years, we are your gateway into this industry and a better life financially speaking!

Whether you want your old life back financially- 
...or are looking for a new career, this is the ""short line"" to your financial success! 
-----------------------------------------------------------------------------

No Experience Necessary​ 
- ​however, some sales experience is ​helpful.

Grey hair is OK...

If you have been told NO elsewhere because of your age, this may be the place for you.

NO RESUMES WANTED- 

...send a paragraph about yourself, what you've accomplished, and, why we should choose you!

---------------------------------------------------------------------

TO LEARN MORE about Mom & Pop Merchant Solutions and the ISO position, visit 

Once on our site, 
LET US KNOW YOUR INTERESTED for our 1099 position, 
Click on the ""ISO Partner"" tab... At Mom & Pop Merchant Solutions, a business loan company.









ISO partner,ISO Program,merchant cash advance,business loans,Hard Money,Bad Credit,Sales Jobs,Business Management,Mortgage Brokers Realtors,Loan Officers,Salesmen,Salesman, Saleswoman,Saleswomen,Financial Jobs,Stock Broker,MCA/ACH,small business loans,SBA,Business Loans,Small business loans,    ",$$$$$$$$$- MAKE OVER $1 MILLION IN A YEAR - $$$$$$$$$
"
        
Looking for an estimator that has experience using Mitchell's Software and/or CCC. Great pay!! 

Please call Gary for more info >>> 773 797 4420    ",Claims/Estimator for busy AUTOBODY shop! **GREAT PAY**
"
        

As an Outside Sales Account Manager you will be responsible for increasing sales and gross profit by establishing new customers and expanding business with existing customers within assigned territory. The candidate will need to have the ability to sell our complete line of industrial, specialty and medical gases, application technology and welding products to a diverse customer base including manufacturing, construction, mining, medical and chemical companies. 
    ",Outside Sales Account Manager
"
        
This is a part time position (20 hours/week) with flexible hours for the position of insurance consultant.  The base pay is $11/hour plus commission.  After six months, you have a choice to become a full-time employee with salary and commission or stay part time.  We offer a thorough, organized training program.  Please email us a resume.

The requirements for this position are:

-A high school degree
-No experience required 
-Must be articulate and have good grammar
-Must be a fast learner (you will have to pass an exam with the state after three months)
-Good phone skills

Your initial responsibilities will be:

-Generate new business, offer new lines of business to existing customers.
-Cold calling - your first two months this will take up half of your time.  We will provide you with a script.
-Learn the insurance industry and get licensed with the state of Illinois (we provide the training and cover the cost of the license).  This will have to be done six months after your hire date.



*If this ad is still up, we are still searching*
    ",**Farmers Insurance - No exp required!**
"
        

Living life adventurously isn't just a hashtag we use; it's what we do. Go Ape is a self-guided treetop adventure course where guests explore the forest canopy, tackling suspended obstacles, navigating challenge elements and riding epic zip lines.

 



If you love climbing trees and want to work for a leader in the outdoor adventure industry, you'll love Go Ape. Go Ape is more than just a unique job, we offer challenging and rewarding careers. We are a mission-driven organization, striving to inspire everyone to live life adventurously while giving back to the local communities we call home. Our diverse tribe shares a passion for the environment, adventure and doing good. Go Ape is proud of our innovative, and highly collaborative culture, where everyone has the opportunity to contribute and be heard at all levels within the organization. We're totally bragging, but we were named one of Outside Magazine's Best Places to Work.  Oh, and we have some pretty impressive job perks: Aside from all of the fresh air you can breathe, we offer competitive compensation and benefits like PTO, paid holidays, healthcare plans, and 401(k).

 



Go Ape Site Managers play a crucial role within the organization, comprehensively running the daily operations to achieve overall location profitability while delivering a safe and tree-mendous guest experience. The role requires strong leadership skills, accountability for stringent safety procedures, exceptional mentorship and a proactive approach to local marketing and sales efforts. Bonus points for creativity! 

Our ideal candidate is business savvy with a ""hands-on"" approach. Our Site Managers aren't afraid to assess their course P&L and make the appropriate adjustments. Site Managers will also be out on the course and get their hands dirty from time to time with the team. Whether it be opening the course, assisting guests, or performing maintenance, you'll get plenty of time outdoors as well!

 



We are looking for at least four (4) years of experience managing the day to day operations in a similar industry (amusement, entertainment, retail).  Additionally, candidates should have at least two (2) years of experience in a supervisory or management role.  Those with prior Go Ape experience will be given further consideration.  Site Managers also need to be familiar with using a computer and Microsoft office products.  While not required, a bachelor's degree in outdoor recreation, business administration, or another related field is highly desired and prior experience in the high ropes or zipline industry is a serious high-five. 

In addition to these requirements, a Site Manager must be at least 18 years or older, obtain a First Aid and CPR certification within 30 days, and be able to meet our guest participation requirements.

 



 - In line with our values, Site Managers deliver a tree-mendous guest experience, maintain exceptional guest satisfaction, and successfully resolve guest complaints when necessary.  Site Managers also are safety focused and make sure their course meets or exceeds all safety requirements.

 - Site Managers take ownership of various marketing efforts (social media, local events, partnerships, networking) to increase awareness and subsequent sales for their site.  They are comfortable getting in front of people (maybe even in a Gorilla or Banana suit...) to make their course locally famous!

 - Site Managers treat company money like it's their own.  They know how to manage their costs and ensure it is being spent wisely. They work with their management team to establish and stick to a budget, ensuring monetary success.

 - Site Managers need to identify and hire the right talent for their team.  Additionally, they must maintain a positive morale, resolve conflicts, and make hard decisions when necessary.

 - Site Managers are given the guidelines to operate, but it is up to them to find solutions to problems that may arise.  This involves critical thinking, resourcefulness and incorporating a broad range of perspectives into their decision making.

 - Site Managers accomplish a lot and work with a variety of people.  Personal time management and delegation are essential to success.  Site Managers must know how to develop systems to handle urgent and recurring tasks to ensure their site runs smoothly.

 




Go Ape is proud to be an Equal Opportunity Employer.    ",Treetop Adventure Site Manager
"
        
You can start part-time and build your own empire within our fast growing company. We are in the financial services industry, but we don't hire backgrounds. We hire top performers. If you're average, you can earn $75K, if you're good $150K and if you're a superstar you can earn $300K plus. Start by visiting our website:

www.aldersoncloutieragency.com    ",Ambitious Sales People $75K to $300K+
"
        
The Division of Nephrology at the University of Illinois at Chicago is seeking to fill a Clinical Research Coordinator position.


The position oversees daily operations of clinical research studies related to chronic kidney disease in the Division of Nephrology. This position will develop and implement standards for research protocol management, policies, and procedures. This position will supervise study staff and ensure the highest quality of research in compliance with all institutional and grant facility requirements.

Job Duties:

•	Conceptualize, initiate and execute research goals for research projects. Monitor study developments and define, create, and implement new research procedures based on study needs. 
•	Manage research studies, collaborating and partnering with all internal/external staff including sponsoring agencies, organizations &/or other research &/or educational institutions to ensure project objectives and timelines are attained. 
•	Monitor study performance, including recruitment and retention rates; analyze & review results. 
•	Maintain a detailed knowledge of all study protocols and serve as a primary liaison with external collaborators, and sponsors. 
•	Maintain responsibility for designing/editing materials, and developing study forms, measures, and protocols. 
•	Manage and ensure completion of study activities per protocol. 
•	Provide consultation to internal/external project staff on appropriate data management, methodological issues and analysis of data. 
•	Oversee quality assurance activities. 
•	Oversee IRB maintenance for all studies under supervision including development of new IRB protocols, maintenance of UIC IRB approvals, and coordination with other partner IRBs. 
•	Hire, train, and supervise coordinator staff, and students on techniques, methods and procedures. 
•	Assist with or complete sponsor-related reports on study progress. 

•	Assist in the design and implementation of new grants proposals and project. 
•	Work with Business Manager & oversee research study finances, including revenue and expenses. 
•	Lead research study meetings and present weekly updates on recruitment, retention and study progress. 
•	Attend and participate in study-related steering committee meeting (requires travel approximately four times per year). 
•	Perform other related duties and participate in special projects as assigned. 

Minimum Qualifications:

•	A minimum of a Bachelor's degree in a health-related field required. Master's degree preferred. 

•	A minimum of two years of experience managing a research study including supervisory experience. 

•	Experience working with Federal Regulations and IRB's required. Ability to manage multiple tasks. Strong interpersonal skills. Requires excellent communication, organization, presentation and computer/pc skills. 

•	Knowledge of research protocols, principles and procedures; knowledge of aspects of clinical studies such as screening, interviewing; knowledge of experimental design, data management; oral and written communication skills; knowledge of ethics and regulatory procedures; ability to work as a member of a project team; knowledge of tasks required for research

For fullest consideration please apply online at:   Upload a pdf copy or your resume and supply three references when completing your application by December 10, 2018.

The University of Illinois at Chicago is an Equal Opportunity, Affirmative Action employer. Minorities, women, veterans and individuals with disabilities are encouraged to apply.

The University of Illinois may conduct background checks on all job candidates upon acceptance of a contingent
offer. Background checks will be performed in compliance with the Fair Credit Reporting Act.
    ",Clinical Research Coordinator
"
        
The Janitorial Equipment Coordinator is responsible for the overall maintenance of janitorial equipment across all contracts.  This Coordinator serves as a working Supervisor and backup Crew Leader, as needed.  

POSITION RESPONSIBILITIES:

•Coordinate and/or complete routine maintenance of Sertoma owned janitorial equipment on all sites.
•Prepare documentation of equipment maintenance and replacement needs.
•Keep inventory of building and equipment maintenance supplies and make purchases of needed items with supervisory approval.
•Drive Sertoma vehicles with care and caution.  Sertoma vehicles are used to transport staff and equipment to and from job sites.
•Check fluid levels on all janitorial vehicles in Chicago area.
•Follow all safety rules and regulations as outlined by Sertoma Centre and the contract site. 
•Assist in budget development.
•Plan and develop training guides for equipment and use of supplies.
•Participate in meetings with Sertoma Centre, Inc., and contract site contact person as needed.
•Act as a substitute Janitorial Crew Leader, as needed.
•Identify staff training needs related to equipment operation and provide or secure training for those needs.

QUALIFICATIONS:

•High school diploma or G.E.D. preferred.
•Three years direct maintenance experience with one year minimum supervisory experience.
•Possess basic language, mathematical, and reasoning skills.
•Valid driver's license with good driving record and insurance documentation.
•Good written and verbal communication skills.

ONLY ONLINE APPLICATIONS WILL BE ACCEPTED

If interested, please apply online via our website by clicking on the link below.



For additional information on Sertoma Centre, please visit our website, www.sertomacentre.org and click on ""Career Opportunities"" and ""Search Here.""


    ",Janitorial Equipment Coordinator
"
        
Be a part of the most exciting thing happening to the furniture industry in Chicago! 

Nadeau furniture with a soul, a fast growing furniture retailer, is currently for the assistant manager position at our Chicago location. If you have a passion for sales, believe in true customer service and are dependable -- then here is your chance to shine.
 
Summary of Responsibilities:
• First and foremost, provide an exceptional store experience to our customers through a fun, professional attitude.
• You should be motivated to drive sales and ensure goals are being reached.
• Utilize company guidelines (and good taste) to maintain store appearance and organization.
• Effectively communicate with store manager, district manager, and corporate office on all aspects of business via email, phone, and the occasional carrier pigeon.
•  Frequent moving of heavy furniture. 
• Story of our lives? Multitasking and prioritization.   Our shipment days have nonpredictable schedules, so unfortunately, so will yours.  Weekend days are mandatory. 
 
Experience & Qualifications:
• Unless you're Oprah, 2-3 years of previous retail and management experience are required.
• Knowledge of furniture, a passion for design, and preferred interior design experience. 
• We require basic computer skills, like MS Word, Excel and social media. It is the 21st Century!
• Must be able to follow direction and present yourself in a professional manner.   It is important to be fully engaged in your job as we are very busy store.  
• If you aren't looking for a full-time job, this is not the position for you. Be able to work 40 hours/week, including weekends.​

No phone calls  or in the store visit inquiring about the position, all positions will be carefully reviewed by a resume and cover letter. 

Please send your resume and cover letter to:  chicago@furniturewithasoul.com    ",Assistant Manager at Nadeau - Furniture with a Soul
"
        
High Volume Fantasy Sports Bar chain is seeking a Floor Manager

Floor Manager Job Scope:
Maximizes staff effectiveness by helping to determine and solving training needs. 
Assist management team with daily tasks.
Help keep the staff motivated to achieve goals.
Provide resources and assistance to new hires and existing staff.
Develop individual results by maintaining policy and procedures.
Conduct money drops and paperwork for various cash handling positions through out the venue. 
Help monitor performance of staff and report details to management. 

Advancement Opportunities
Bonuses and Incentive Pay

Requirements:
Minimum of 2 years of college or 2 years of Retail/Hospitality management experience
Competent in MS Word and Excel
Punctual
Professional Appearance 

Compensation: 
$800-$1200 weekly pay (depending on experience) 
Insurance Benefits (after 90 day probationary period)
Paid Holidays
CLICK TO APPLY: 

** This position is a Late Night/Overnight. 7pm-4:30am is the usual shift. Weekends are also a high probability. 


    ",Motivated Floor Manager
"
        
B2B Commercial Sales
AT&T sales and promotions company in area seeking B2B Commercial Sales people and Managers. With the new offers and our unique closing tools this is an easy sale!

Responsibilities include:
Generate and qualify leads
Make sales calls to new and existing clients
Respond to sales inquiries and concerns by phone or in person
Ensure Customer Satisfaction and good client relationship
Follow up on Sales activity
Source and develop client referrals
Plan and conduct direct sales activities

Highest industry commissions and bonuses paid. Entry Level Reps earn $60,000, experienced Reps earn $140,000+.

Make your own schedule. We do not micro-manage as long as your activity is there. Get involved in this ""lay down"" sales opportunity by applying today!

Find out more by visiting www.startmybiztoday.com    ",B2B Commercial Sales NEEDED!!!
